"educ_yrs","age","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
6,36,10,2,0,1,207.56,4,1,0,0,0
3,23,1,4,0,0,57.1,0,1,0,0,0
3,32,1,3,1,1,83.92,12,0,0,0,1
13,19,12,2,0,0,121.9,7,1,1,0,1
0,20,11,2,1,1,79.43,4,0,1,0,1
12,18,12,4,0,1,93.94,4,0,0,0,1
1,37,1,1,1,1,90.52,2,0,0,0,1
7,46,7,5,0,0,707.02,4,1,0,0,0
6,35,7,3,0,0,243.72,2,0,0,0,0
1,29,3,4,1,1,44.03,5,0,0,0,0
1,27,12,1,0,0,62.9,11,1,0,0,0
1,22,12,2,1,1,23.57,8,1,0,0,0
3,20,1,3,0,1,39.31,3,1,0,1,0
5,23,5,4,1,0,67.53,9,1,0,0,0
3,24,12,5,0,1,49.97,11,1,0,0,1
5,25,2,3,0,0,80.85,0,1,0,0,0
1,45,12,4,1,1,174.24,5,1,0,0,0
6,17,12,4,0,0,63.78,7,0,0,0,0
0,18,5,3,1,1,13.78,0,0,0,1,0
1,26,5,5,0,0,46.72,4,0,1,0,0
8,18,3,2,0,1,54.43,1,1,0,0,0
0,26,7,2,1,1,28.89,1,1,0,0,1
6,53,7,2,0,1,883.16,9,1,0,0,1
2,42,5,2,0,1,205.52,5,0,0,0,0
4,24,6,2,0,0,57.8,6,0,1,0,0
0,24,6,5,1,1,23.59,4,1,0,0,0
9,28,10,1,0,1,176.41,0,1,0,1,0
3,42,1,4,0,0,299.8,1,1,0,0,0
0,36,9,2,1,0,86.83,7,1,0,0,0
5,31,8,4,0,0,150.95,3,1,0,0,0
8,19,11,5,0,1,48.42,7,1,1,0,0
3,34,5,2,0,1,118,8,0,0,0,0
6,23,1,4,0,1,65.99,1,1,0,0,0
10,23,3,4,1,1,129.04,2,1,0,0,0
12,33,11,4,1,0,48.6,11,1,1,0,0
0,22,5,2,1,0,20.48,7,1,1,0,0
1,20,8,1,0,1,44.93,2,0,1,0,0
3,23,3,5,0,1,45.67,7,0,0,0,1
1,20,9,3,1,0,42.35,2,1,0,0,0
3,18,4,3,0,1,28.34,6,1,0,0,0
9,48,4,5,1,1,935.72,5,0,0,0,0
2,20,3,2,0,1,54.29,8,0,0,1,0
2,23,11,4,0,1,39.15,1,1,0,0,0
11,59,9,2,0,0,3437.16,2,0,0,0,0
1,24,8,5,1,1,28.39,2,1,0,1,0
3,23,9,2,1,1,36.88,1,1,0,0,0
2,29,11,1,0,0,85.57,8,1,0,0,0
3,19,8,5,1,0,53.53,2,1,0,0,0
3,48,4,4,0,0,495.21,0,0,0,0,0
7,31,11,3,0,1,10.52,1,1,0,0,1
2,31,4,4,1,1,62.79,2,0,0,0,0
6,41,3,5,1,0,391.92,1,0,0,1,0
3,20,8,1,1,1,12.48,7,1,0,1,0
6,30,6,4,1,0,150.6,10,0,0,0,0
5,24,5,1,0,0,81.11,6,1,0,0,0
3,27,12,2,1,1,42.83,8,1,1,0,0
7,39,10,2,0,1,313.26,2,0,0,0,1
8,31,12,4,0,0,223.32,1,1,0,0,0
2,40,3,3,0,1,173.46,9,1,0,0,0
6,46,9,2,0,1,496.26,3,1,0,0,1
3,23,9,4,0,1,44.61,12,1,0,0,0
0,35,9,4,0,1,89.06,6,0,0,0,1
0,37,6,4,0,1,85.93,9,1,1,0,1
3,48,11,3,1,1,319.87,5,0,0,0,0
2,42,9,3,0,0,213.63,0,0,1,0,0
5,20,2,1,0,1,44.15,5,1,0,0,0
1,50,10,4,1,0,5.91,4,0,1,0,0
2,23,1,3,0,1,31.79,12,1,1,0,0
1,29,9,1,1,0,56.37,3,0,0,0,0
0,26,11,4,0,1,45.61,5,0,0,1,0
3,23,2,3,1,0,51.37,4,0,0,0,0
3,40,8,1,0,1,197.65,5,1,0,0,0
2,25,4,4,1,1,37.13,6,1,0,1,0
5,21,4,4,1,0,57.21,1,0,1,0,0
8,23,4,4,0,0,109.69,2,0,0,0,0
5,17,10,1,0,1,33.57,11,0,0,0,0
4,24,9,2,1,0,55.6,6,1,0,0,1
9,24,2,1,1,1,49.41,5,0,0,1,0
8,24,10,2,1,1,13.24,8,0,1,0,0
2,22,12,4,0,1,35.77,2,1,0,0,0
10,33,4,1,0,0,353.58,0,0,0,0,1
2,20,2,5,1,0,24.44,12,0,1,0,0
0,34,2,2,1,0,73.03,4,1,0,0,0
1,32,2,4,0,0,44.23,8,1,0,0,0
2,29,10,4,1,0,33.08,0,1,0,0,0
0,26,6,4,0,0,50.5,12,0,0,0,0
0,20,7,5,1,1,16.44,6,0,0,0,0
2,35,6,1,1,1,88.98,6,1,0,0,0
0,25,1,1,1,1,25.96,4,0,0,1,0
11,31,1,5,0,1,264.23,1,1,0,0,1
2,35,3,4,1,0,114.59,4,0,0,1,0
0,26,11,2,0,0,50.5,0,1,0,0,0
0,28,4,4,0,1,38.26,4,0,1,0,0
9,27,6,4,1,0,90.81,4,0,1,0,0
6,54,2,1,1,0,1144.87,3,0,0,0,0
0,47,6,4,1,1,173.17,0,1,0,1,0
14,31,6,4,1,0,571.9,5,0,1,0,1
4,25,1,2,1,1,42.86,2,0,1,0,0
0,36,6,5,1,1,67.83,4,1,0,0,0
8,29,9,3,0,1,83.78,6,0,0,0,1
0,39,7,5,1,0,91.21,10,0,1,0,0
1,34,12,5,0,1,73.79,6,0,1,0,0
4,19,4,4,0,0,45.29,5,0,0,0,0
0,36,11,3,1,0,74.99,7,1,0,0,0
0,55,12,1,1,0,80.47,1,1,0,0,0
5,23,4,3,0,0,74.14,11,1,0,0,0
6,28,4,4,1,1,99.19,2,1,0,1,0
0,21,1,3,1,0,24.64,11,1,1,0,0
0,40,5,1,0,0,197.74,5,0,0,1,0
5,28,7,4,1,0,78.65,4,0,1,0,0
3,26,12,5,1,1,39.18,2,0,1,0,0
6,25,7,2,0,1,78.97,6,0,0,0,0
1,20,11,3,1,0,20.56,12,0,1,1,0
5,21,3,3,0,0,58.1,7,1,1,1,0
8,42,3,3,0,1,449.82,5,1,0,0,0
0,18,2,5,0,0,23.02,1,1,1,1,0
3,35,9,3,0,1,128.68,3,1,0,0,0
8,25,3,1,0,0,134.38,5,1,0,0,1
6,37,6,4,0,0,296.52,1,1,0,0,1
4,34,11,2,1,0,149.38,10,1,0,0,0
9,19,8,4,0,1,55.17,4,1,1,0,0
12,20,9,1,0,1,91.54,11,0,1,0,1
6,29,10,2,0,1,112.67,6,1,0,0,0
5,26,6,1,1,0,73.45,4,0,1,0,1
0,38,3,2,1,1,81.04,8,1,0,1,0
0,43,1,1,1,0,157.7,0,1,0,0,0
5,22,12,3,0,0,55.01,0,1,1,0,0
6,49,3,3,0,1,32.79,2,1,0,0,1
0,20,3,2,0,1,85.59,0,1,0,1,0
3,28,1,4,1,1,59.02,3,0,0,0,1
3,31,5,1,0,1,90.82,6,1,0,0,0
2,20,5,4,0,1,29.84,9,0,0,0,0
10,17,8,1,0,1,28.27,1,1,1,0,1
4,22,10,4,1,1,13.33,6,0,0,0,1
0,29,8,2,0,0,65.9,13,0,0,0,0
6,37,10,2,1,1,216.26,3,0,0,0,0
7,27,3,1,0,0,129.24,3,0,1,1,0
6,38,9,4,1,0,244.94,1,1,1,0,0
6,35,1,5,0,0,281.78,6,1,0,1,0
0,43,1,1,1,1,100.62,3,1,1,1,0
0,37,7,3,0,1,103.36,7,0,0,0,0
4,41,5,5,1,1,75.7,8,0,1,0,1
8,27,6,5,1,0,165.19,8,1,0,0,0
6,34,11,5,1,0,173.47,2,1,1,0,0
7,29,11,1,1,0,87.22,1,1,0,0,0
2,21,5,1,1,0,32.96,0,0,0,0,0
0,31,9,2,0,0,78.59,0,1,0,0,0
6,26,5,3,0,0,89.75,10,0,1,0,0
0,32,7,5,0,1,67,7,0,0,0,0
2,27,7,3,0,0,58.2,2,1,1,0,0
2,21,2,2,0,1,37.78,9,1,0,1,0
12,33,6,5,1,0,89.96,5,1,0,0,0
6,32,2,1,0,1,146.65,4,0,0,0,0
0,27,5,1,0,1,43.12,3,1,0,0,0
6,24,7,4,0,1,24.67,6,1,1,0,0
11,41,4,4,0,1,611.46,7,1,0,0,0
0,34,7,2,0,1,45.84,5,1,1,0,0
6,18,12,4,0,0,43.57,1,0,1,0,0
2,28,1,3,1,1,39.14,3,0,1,0,0
6,36,1,2,1,0,254.01,4,0,0,0,0
3,39,7,3,0,1,147.37,1,1,1,0,0
8,31,9,3,1,0,235.16,9,1,0,0,0
5,29,5,4,0,0,126.59,1,1,0,0,0
0,20,9,5,1,1,7.33,9,1,0,0,0
4,24,8,2,0,1,45.15,7,0,1,0,0
2,24,7,2,0,0,63.39,6,1,0,1,0
0,38,5,4,0,1,105.73,4,0,1,1,0
6,43,12,3,0,0,494.09,4,1,0,0,1
0,47,12,5,1,1,56.85,2,1,1,0,0
0,26,10,1,0,1,45.61,10,0,0,1,0
3,29,9,2,0,1,76.16,4,0,0,0,0
4,18,11,1,1,0,35.87,10,1,0,0,0
5,33,5,2,0,1,140.44,0,1,0,0,0
4,17,1,3,1,1,96.95,5,0,0,0,0
1,41,1,1,1,0,130.09,3,1,1,1,0
0,38,7,4,1,1,65.41,4,1,1,0,0
8,23,5,5,0,1,85.68,1,0,0,0,0
0,18,8,3,1,1,13.7,9,1,0,0,0
3,38,3,5,1,0,93.42,12,1,1,0,0
6,32,3,3,1,0,45.4,3,1,1,0,0
2,36,4,4,1,1,97.01,9,1,0,0,0
10,21,9,5,1,1,89.55,3,0,1,0,1
0,38,11,2,1,0,103.74,2,1,0,1,0
6,44,11,5,0,1,474.05,4,1,0,1,0
0,21,11,2,0,1,20.92,10,1,1,0,1
0,30,1,3,0,1,45.65,2,1,1,0,0
7,23,11,1,1,0,71.82,1,1,0,0,0
5,19,12,4,1,0,38.16,1,0,1,0,0
0,22,10,1,0,1,22.37,7,1,1,0,0
0,19,6,3,0,1,86.83,6,1,0,0,0
8,56,6,4,1,0,93.91,3,0,0,0,0
3,25,12,3,0,1,88.73,3,0,0,0,0
11,19,1,3,0,0,112.94,11,1,0,0,0
1,26,3,2,1,1,34.55,3,0,0,0,1
0,41,11,4,0,1,118.1,8,0,1,0,0
2,22,9,2,0,0,28.2,4,0,0,0,0
3,40,12,3,0,1,197.65,5,1,0,0,0
1,27,6,2,0,0,51.07,5,1,1,0,0
3,19,12,5,0,1,31.04,2,1,0,0,0
0,29,12,3,1,1,36.82,3,0,0,0,0
0,26,7,2,1,1,72.57,1,0,0,0,0
2,28,9,2,0,1,70.74,1,1,0,1,0
0,33,8,1,1,0,66.95,1,1,0,0,0
8,25,8,3,0,0,134.38,1,0,0,0,1
15,26,7,3,1,1,422.84,2,0,0,0,1
11,18,2,3,1,0,72.31,3,0,0,0,0
5,29,10,3,1,0,93.62,6,1,1,0,0
6,49,4,3,0,0,795.74,1,0,0,0,0
0,32,3,2,0,1,67,7,1,0,0,0
1,32,2,4,0,0,98.89,6,1,1,0,0
3,20,3,2,1,1,15.78,1,1,0,0,1
3,37,2,4,0,0,226.33,6,1,0,1,0
0,18,9,5,0,1,19.15,6,0,0,0,0
4,22,7,5,1,1,40.31,4,1,0,0,0
1,43,6,4,1,0,153.13,5,0,1,0,0
12,29,3,5,1,0,405.8,7,0,0,1,0
7,28,2,2,1,0,57.44,3,0,0,0,0
2,36,9,2,0,1,123.13,5,1,0,0,0
2,48,8,4,0,1,5.53,7,1,1,0,0
7,17,6,1,1,0,45.45,10,1,1,0,0
12,33,7,4,1,0,576.35,13,1,0,1,0
0,40,7,2,0,1,108.48,1,0,1,0,0
3,25,5,5,1,1,44.14,6,1,0,0,0
0,19,9,1,0,1,20.98,0,0,0,0,0
2,38,6,5,1,1,115.21,12,1,0,0,0
0,29,12,2,0,0,65.9,6,1,0,0,0
5,31,11,4,1,1,57.1,1,1,1,0,0
4,50,12,3,1,0,72.54,2,1,0,0,0
2,19,1,1,1,1,17.43,4,1,1,0,0
6,29,1,4,1,0,137.89,5,1,0,0,0
2,33,5,2,1,0,96.32,0,0,0,1,0
0,53,1,1,0,1,394.1,2,1,0,0,0
4,46,9,2,1,1,323.98,10,0,0,0,0
0,31,10,4,0,0,78.59,5,1,0,0,0
6,30,9,1,1,0,48.53,2,0,0,0,0
6,57,10,4,0,1,1191.42,1,1,0,0,0
6,18,6,3,1,1,63.9,1,1,0,0,0
2,20,4,3,0,1,24.23,1,1,1,0,0
6,20,8,1,1,0,51.18,9,1,1,0,1
0,23,11,4,1,0,78.43,1,0,1,1,0
5,46,1,4,1,1,322.1,10,1,1,0,1
7,39,1,5,0,1,61.54,6,1,1,0,0
1,34,7,1,0,1,93.05,3,1,0,0,1
1,27,12,3,1,1,36.88,11,0,0,0,0
12,32,11,4,0,0,65.01,5,0,1,0,0
4,17,11,1,0,0,37.71,1,0,0,0,0
6,23,7,2,0,0,58.53,5,0,0,0,1
4,21,4,3,0,1,35.27,7,1,1,0,1
5,46,1,2,0,0,442.16,1,0,1,0,0
10,47,5,4,0,0,1136.74,6,1,0,0,0
12,59,8,3,0,1,3132.38,1,0,0,0,1
5,39,9,5,1,1,60.21,11,1,0,0,0
6,19,10,4,0,0,47.74,6,1,1,0,0
5,17,5,5,0,0,35.73,3,0,1,0,1
1,21,3,5,1,1,16,9,0,1,0,0
1,29,11,5,1,1,44.3,0,0,0,1,0
3,29,7,3,1,1,63.36,6,0,0,1,0
0,49,5,1,1,1,57.08,1,0,0,0,0
4,27,12,1,1,1,63.09,8,0,0,0,0
10,35,2,4,1,0,1.89,9,0,0,0,0
0,22,3,1,0,1,26.6,5,0,0,0,0
4,27,5,1,0,1,72.69,9,1,0,0,0
12,40,11,2,0,0,819.28,6,1,0,0,0
11,32,6,2,0,0,360.61,0,1,0,0,0
10,29,3,4,0,0,248.96,4,1,0,0,1
1,58,9,1,1,1,30.41,0,1,0,0,0
1,20,5,3,1,1,50.16,0,0,1,0,1
6,23,5,3,1,0,80.76,2,1,0,0,0
0,26,9,4,0,1,39.45,1,1,0,0,0
0,37,8,2,1,0,94.64,7,1,0,0,0
0,26,6,4,1,0,36.12,0,0,0,0,0
0,64,2,1,0,1,769.22,1,1,1,0,0
8,21,3,1,1,0,96.41,3,1,0,0,0
5,25,11,3,1,1,63.12,6,0,0,0,0
0,32,3,1,1,0,49.81,1,1,1,0,0
6,34,11,3,0,1,174.57,6,1,0,0,0
9,26,3,4,0,0,80.39,4,1,1,0,0
0,29,11,1,1,1,29.9,8,1,1,0,0
13,46,7,4,0,0,1547.43,3,1,0,0,0
9,30,12,1,0,0,233.06,1,1,0,0,0
0,24,1,3,1,0,30.2,11,1,0,0,0
6,33,4,2,1,0,162.81,6,1,1,0,1
5,34,5,4,0,0,196.13,3,1,0,0,0
3,28,11,4,1,0,60.28,4,1,1,1,0
11,38,11,3,0,1,393.63,7,0,1,0,1
0,62,12,3,1,1,579.21,10,0,0,0,0
5,18,6,2,0,0,47.1,4,1,0,0,0
1,33,4,1,1,0,80.06,9,1,0,0,0
4,37,9,3,0,1,163.57,10,1,1,1,0
6,40,5,5,0,1,292.4,1,0,0,0,0
1,46,7,3,1,1,29.33,5,1,1,0,0
2,46,4,4,0,0,368.08,2,0,0,0,0
6,56,6,4,0,0,1407.52,0,1,0,0,0
4,20,12,2,1,0,44.07,7,0,0,0,1
4,33,9,5,0,1,100.08,0,0,1,0,0
4,49,7,4,1,0,531.89,1,0,0,0,0
5,24,5,5,1,1,59.09,8,0,0,0,1
7,29,5,5,0,1,104.25,2,0,1,0,0
4,25,6,1,0,1,62.27,7,1,0,0,1
5,19,6,1,1,0,47,3,0,0,0,0
2,27,10,3,1,0,56.47,6,1,0,0,0
2,54,10,2,0,0,710.44,11,0,0,0,0
4,23,11,4,0,0,25.09,13,0,0,1,0
5,22,3,2,1,0,61.71,11,0,0,0,0
8,32,6,3,1,0,258.22,4,1,0,1,0
0,18,7,4,1,1,13.7,1,0,0,0,0
7,27,11,1,0,0,84.17,14,0,1,0,0
2,34,11,1,1,0,61.5,12,1,0,0,0
7,22,8,4,0,0,82.58,10,1,1,1,0
13,18,8,1,1,0,179.47,2,1,0,0,0
4,22,10,3,1,0,58.06,2,1,0,0,0
0,27,3,2,1,0,39.48,12,1,0,0,0
10,19,1,3,1,0,114.97,12,1,0,0,0
2,20,8,3,1,1,19.09,1,1,1,0,0
7,18,11,5,0,0,61.15,1,1,0,0,0
2,23,1,3,1,1,93.1,11,1,1,0,0
1,22,7,1,1,1,23.57,7,1,0,0,0
0,31,7,5,1,0,45.64,1,1,1,0,0
2,35,6,2,0,1,83.88,7,1,1,0,0
9,26,8,5,0,1,103.72,3,1,1,0,0
15,17,9,3,0,1,123.85,8,1,0,0,0
4,34,1,3,0,1,134.45,5,0,0,0,0
4,24,9,5,1,0,35.36,0,0,1,0,0
0,36,9,3,1,0,86.83,6,1,0,0,0
4,32,10,4,0,0,144.6,1,1,0,0,0
0,33,11,3,0,1,18.64,3,0,0,0,0
2,22,8,2,1,0,36.3,8,0,0,1,0
4,28,10,5,0,1,79.44,1,0,0,0,0
0,35,3,1,1,1,62.21,14,1,0,0,0
1,26,1,1,1,0,22.35,5,0,1,0,0
1,19,4,1,1,1,17.95,0,1,0,0,0
0,37,9,3,0,0,26.71,1,1,1,0,0
11,28,1,1,0,0,253.61,7,1,0,0,0
0,20,10,4,1,1,16.44,9,1,0,0,0
14,21,4,1,0,1,156.54,9,1,0,0,0
5,18,2,5,1,0,34.83,2,1,1,0,0
9,36,2,4,0,0,319.19,10,0,1,0,0
0,33,9,1,1,1,66.47,8,0,0,0,1
3,46,1,4,0,0,340.55,0,0,1,0,0
2,43,2,4,1,1,18.07,1,1,0,0,1
2,20,11,2,0,1,34.5,4,1,0,1,0
0,20,6,3,1,1,16.44,4,0,0,0,0
8,31,6,1,0,0,181.33,2,1,1,0,0
9,21,3,1,1,1,90.07,6,0,0,0,0
0,36,2,1,1,0,87.35,2,0,0,1,0
6,18,6,3,0,0,43.57,9,0,1,0,0
0,42,3,2,0,1,162.07,6,1,0,0,1
1,22,12,2,0,0,40.19,6,0,0,0,0
13,25,5,4,1,0,338.08,3,0,0,0,0
3,24,1,3,1,0,41.95,3,0,1,0,0
0,45,10,4,0,1,165.41,2,1,1,0,0
0,48,12,2,0,1,212.31,14,1,1,0,0
6,46,10,3,0,1,22.12,8,1,0,0,1
0,45,10,4,0,1,8.37,4,0,0,1,0
7,34,3,5,1,1,165.92,5,0,1,0,1
0,30,7,4,1,0,13.68,8,0,0,0,0
0,36,9,2,1,1,92.72,2,1,0,0,0
6,51,4,2,1,1,87.3,2,0,0,0,0
11,38,2,2,0,1,393.63,5,0,1,0,1
4,25,7,5,1,0,79.11,2,0,1,0,0
0,31,2,2,0,1,70.97,11,0,0,1,0
2,24,4,3,1,1,33.74,4,0,0,0,0
18,26,9,5,0,0,542.13,9,1,0,0,1
9,22,1,4,0,0,92.73,2,0,1,0,0
8,27,7,1,0,1,122.54,0,1,0,0,0
3,28,1,3,0,1,69.71,4,1,0,0,0
8,22,7,4,0,1,63.57,0,1,1,0,0
8,19,3,1,0,0,63.46,0,1,1,0,1
0,20,10,4,1,0,21.05,10,1,0,0,0
2,48,6,5,0,0,434.61,0,0,0,0,0
3,39,2,5,0,1,181.5,13,1,0,0,0
9,33,12,2,0,0,303.07,11,0,0,0,0
2,23,3,4,0,1,39.15,2,1,0,0,0
5,27,6,3,0,1,67.26,4,0,1,0,0
9,17,9,1,1,0,92.14,10,1,0,0,0
5,20,12,2,0,0,56.52,1,1,0,0,0
0,33,5,4,0,1,74.86,3,1,0,0,1
6,39,11,1,0,0,279.11,2,0,1,0,0
8,33,5,2,0,1,168.7,7,0,1,0,0
0,36,11,5,1,0,66.01,9,1,1,0,1
2,34,6,5,1,1,81.59,9,0,0,0,0
5,19,12,5,1,0,47,8,0,0,0,0
1,52,5,4,1,0,322.98,6,0,1,0,0
2,29,2,3,1,0,64.69,9,1,0,0,0
7,23,8,2,0,1,75.19,2,0,0,0,0
4,26,9,4,0,0,9.34,3,0,0,0,0
0,21,3,3,1,1,60.13,9,1,0,0,0
10,33,4,3,0,0,345.34,7,0,0,0,0
3,39,2,1,1,0,192.12,1,0,0,0,0
8,26,10,4,0,0,143.51,6,1,0,0,0
5,21,6,5,0,0,50.25,5,1,1,0,0
8,36,11,5,0,0,94.67,8,1,0,1,0
3,22,3,5,0,1,40.76,6,0,0,0,0
4,31,12,2,1,0,67.24,9,1,0,0,0
5,19,1,5,1,0,29.09,2,1,1,0,0
6,31,12,1,0,0,172,2,1,0,0,0
1,17,6,1,1,1,25.56,6,1,0,0,1
6,22,9,1,1,0,73.8,6,1,0,0,0
0,32,10,1,0,1,55.7,1,0,1,0,1
3,28,12,3,1,1,57.65,3,0,0,0,0
6,19,5,5,1,1,43.91,13,1,0,0,0
4,48,11,1,0,1,440.78,5,1,0,0,0
4,29,5,5,1,0,96.41,11,1,0,0,0
7,30,5,1,1,0,180.1,14,0,0,0,0
5,31,2,2,0,0,174.52,4,1,0,1,0
0,26,6,5,0,0,47.41,3,0,1,1,0
5,59,5,2,1,1,53.71,5,0,0,0,0
2,32,2,5,1,1,47.7,2,0,0,0,0
12,26,5,2,1,0,309.11,7,1,0,0,0
1,44,5,2,0,1,200.39,2,1,1,1,0
0,35,9,3,0,0,104.54,7,0,1,1,0
6,42,1,5,0,1,325.24,7,1,1,1,0
0,23,10,3,1,0,22.55,2,1,1,1,0
5,23,8,3,1,1,52.75,2,1,0,0,0
0,17,4,4,0,1,17.48,6,0,0,0,0
9,35,7,4,0,1,281.65,9,0,0,0,0
0,18,12,5,1,1,44.37,3,1,0,0,0
12,34,5,2,0,0,489.12,3,0,0,0,0
5,31,4,4,1,1,17.75,6,1,1,0,1
7,42,9,5,1,0,510.11,4,0,0,1,0
3,24,8,2,1,1,41.32,0,0,0,0,1
4,25,9,2,1,0,55.2,2,1,1,1,0
3,23,6,2,1,1,36.88,5,0,0,0,0
7,59,1,4,0,1,1630.75,4,1,0,0,1
2,22,7,2,1,0,7.09,6,1,0,0,0
2,37,7,3,0,1,18.4,5,1,0,0,1
0,21,9,1,1,1,66.95,1,0,1,0,0
3,19,5,1,1,0,75.28,7,0,0,0,0
4,24,4,2,0,0,96.26,4,1,1,0,0
1,22,4,4,1,0,30.17,3,1,0,0,0
0,49,12,3,0,1,328.35,11,1,0,1,0
3,41,7,1,0,1,215.17,4,0,0,0,0
3,27,4,3,0,0,94.42,0,0,0,1,0
8,25,5,4,0,1,85.24,1,1,1,0,1
0,23,10,3,1,1,79.22,2,1,0,0,0
13,21,9,1,0,0,142.8,6,1,1,0,0
6,18,5,1,1,1,40.07,6,0,0,0,0
0,24,5,3,1,0,3.18,3,1,0,0,0
6,41,1,4,0,0,382.57,1,1,1,1,0
1,34,2,3,0,0,94.47,10,1,1,0,0
5,30,9,5,1,0,17.06,3,1,1,0,0
0,38,1,4,0,0,144.18,2,0,0,0,0
8,23,7,2,0,1,85.68,2,1,0,0,0
0,21,2,5,1,1,18.43,13,0,0,0,1
8,45,12,4,0,0,758.76,10,1,0,0,1
0,29,1,1,1,1,37.04,13,1,0,1,0
5,23,11,2,1,1,68.1,5,1,0,0,0
0,44,5,3,1,0,21.63,1,0,0,0,0
1,43,3,3,1,1,15.72,3,1,1,1,0
5,21,9,2,1,0,56.37,14,0,0,0,0
3,17,8,5,0,1,20.99,10,1,1,0,0
7,18,4,1,1,1,22.24,6,0,1,0,0
1,38,2,2,1,1,78.22,10,1,1,0,0
4,29,6,5,1,0,96.99,4,0,0,1,0
0,24,8,4,1,0,45.11,3,1,1,0,0
0,45,6,5,1,1,24.28,3,1,0,0,0
8,28,4,4,0,1,1.46,5,0,0,0,0
0,36,4,3,1,1,55.07,10,0,1,0,0
6,26,8,3,0,0,127.79,10,1,0,1,0
12,58,3,5,0,0,3616.34,7,1,0,0,0
1,30,9,4,1,1,27.9,2,0,0,0,0
4,20,11,1,0,1,38.75,10,0,0,0,0
5,35,10,5,0,1,171.07,2,1,0,0,1
0,34,9,3,1,1,23.02,1,0,0,0,0
15,17,11,5,1,0,190.17,1,0,1,0,0
0,31,4,2,1,1,35.65,1,1,1,0,0
2,41,11,1,0,1,188.84,6,0,0,0,0
8,34,5,2,1,0,305.54,2,1,0,0,0
4,25,4,3,1,0,67.57,1,1,0,0,0
1,27,8,5,0,0,62.9,5,1,0,0,0
6,24,8,5,1,1,74.8,1,0,1,0,0
4,29,6,5,1,1,15.6,12,1,0,0,0
12,22,3,3,1,0,215.88,6,0,0,0,0
4,19,10,2,0,0,98.85,8,1,0,0,0
4,31,1,3,0,1,103.48,6,0,0,0,0
0,29,4,2,0,1,41.8,6,0,1,0,0
3,30,9,2,1,1,91.56,0,1,1,0,0
12,18,12,4,0,1,106.08,3,1,0,1,0
3,20,5,2,0,0,43.53,4,1,0,0,0
8,40,3,3,1,0,3.98,0,1,1,0,0
3,51,11,1,0,1,572.57,6,0,0,1,0
0,19,1,2,1,1,15.01,15,1,0,0,0
8,32,3,4,0,0,281.82,1,1,0,1,0
0,36,8,5,1,1,69.45,7,0,0,0,1
7,30,12,5,0,0,179.5,1,1,0,0,0
12,18,2,3,0,0,117.45,2,0,0,0,0
0,53,2,2,0,1,394.1,1,1,0,0,0
7,46,7,1,0,0,817.43,2,1,0,1,0
2,37,2,1,1,1,105.73,0,0,0,0,0
6,27,10,2,0,0,120.82,5,0,0,0,0
11,23,2,4,0,0,162.27,7,0,0,0,0
9,20,8,3,1,1,67.19,14,1,1,1,0
4,56,9,1,0,0,880.24,6,1,1,0,0
0,58,9,2,0,1,589.71,11,0,0,0,0
0,39,6,3,0,0,157.05,10,1,0,0,0
3,18,10,4,0,0,37.14,1,1,0,0,1
6,24,3,3,0,0,76.84,1,1,1,0,1
0,22,7,2,0,1,27.55,1,0,0,0,0
6,43,3,1,1,0,93.68,1,1,0,0,0
5,24,6,1,1,1,25.47,1,0,0,0,0
0,19,10,2,0,1,20.98,3,1,0,0,0
9,17,8,4,1,0,66.56,1,1,1,0,1
0,51,7,5,1,0,308.35,7,1,0,1,0
4,23,8,2,0,1,58.76,1,1,0,1,0
4,22,8,5,0,1,98.59,1,1,0,0,0
7,33,12,4,0,1,210.82,11,0,0,1,0
2,31,6,3,0,1,79.7,7,0,0,0,0
0,23,9,2,0,1,4.26,6,1,1,0,0
6,23,8,2,0,1,54.86,13,1,1,0,1
0,18,1,2,0,0,24.52,3,0,0,0,0
0,37,8,2,1,1,10.89,2,1,1,0,0
1,50,8,4,0,1,351.38,9,1,0,0,0
5,44,8,4,0,0,471.66,4,0,0,0,1
0,26,12,4,1,1,23.05,2,0,1,1,0
1,31,11,5,0,1,80.87,12,1,0,1,0
6,37,7,1,1,1,179.79,1,0,1,0,1
3,36,2,3,1,0,120.59,2,0,1,0,0
2,26,3,5,0,0,65.57,2,1,0,0,0
12,27,10,1,0,0,264.44,2,1,0,0,0
1,27,7,1,1,1,29.95,4,0,1,0,0
4,21,9,2,1,1,25.09,7,1,1,0,0
4,35,1,3,1,0,135.43,14,0,1,0,1
1,50,12,4,0,1,56.1,2,1,1,0,0
4,25,6,2,1,1,5.61,6,0,1,0,0
13,17,6,2,0,1,95.39,6,0,0,0,0
7,19,1,1,1,0,54.58,6,1,1,0,0
6,30,8,1,0,0,127.91,2,1,1,0,0
4,20,2,1,0,0,40.28,2,1,1,0,0
10,56,10,3,0,1,1540.85,5,0,1,0,1
0,55,11,2,1,1,6.15,1,1,1,0,0
1,20,2,2,0,1,26.19,2,0,0,0,0
2,20,2,4,0,0,31.02,0,0,1,0,0
1,20,9,4,1,1,58,1,1,1,0,0
2,22,2,3,0,1,29.74,4,0,1,0,1
5,50,10,4,0,1,592.34,4,0,0,0,0
11,19,4,5,0,0,78.42,9,1,1,0,0
